476.68,8611.638615,45.85277778,76.77800414,0.526252181,15958256.03,13330381.04,-1.02107E+18,0,340980,8.406237817,0,0,0,0,0.09,0,0
-11.95,-4024.6681,44.49513889,69.95517152,0.526832018,17142138.25,18268112.97,5.5273E+17,0,395963,9.230997877,17.25,58.633,98.67,42.68,0,1.26,1.8
1784.33,2729.01739,56.47847222,68.34079389,0.525771871,17650625.76,18875619.77,1.17252E+18,0,425008,8.568253968,10.93,12.384,152.45,82.41,0,0.38,-0.9
221.67,1244.89609,53.82430556,71.49199984,0.482472151,18918410.27,17584719.04,-1.82606E+18,0,342707,10.07249417,19.16,58.643,220.74,57.06,0,-0.57,4.2
-1025.65,-6747.897925,33.12291667,68.56104929,0.49937682,14944384.75,16778752.72,3.9727E+17,0,358847,8.531150794,1.52,6.942666667,-4.29,5.556666667,0,0.096666667,0.3
-1124.03,-868.202912,33.23263889,63.05698534,0.515250034,19664304.28,17573739.72,-1.06834E+18,0,368187,8.887139918,1.52,6.942666667,-4.29,5.556666667,0,0.096666667,0.3
-596.48,8043.536097,55.43541667,97.31548383,0.534638508,14808646.77,13890373.63,1.72529E+18,0,345672,8.680722892,1.52,6.942666667,-4.29,5.556666667,0,0.096666667,0.3
486.51,-2762.82525,49.07916667,76.11496546,0.543124943,14305382.67,13929328.91,-8.965E+16,0,360265,8.769715447,3.58,6.192,102.8,36.52,0,1.23,-3.85
-1646.19,4565.48784,58.17291667,83.20484753,0.583436261,15838368.47,16487399.46,-3.8783E+17,0,347393,8.674196787,-3.06,-10.006,-16.67,-19.26,0,0.61,6.7
537.58,1151.06264,62.97430556,110.3329561,0.583088907,11999792.16,15435679.17,7.5619E+17,0,337959,7.484974093,19.33,58.205,205.6,-16.13,0,0.23,-1.8
416.37,-6196.99036,42.91527778,69.93207075,0.539438054,13101218.53,14587058.69,-9.176E+16,0,300091,8.106741573,18.68,49.285,228.46,28.51,0,0.5,13.05
-549.79,-5944.097792,28.14722222,53.39060847,0.561166537,17929980.31,12746278.51,-7.7269E+17,2.9671E+11,265735,9.617785235,-2.455,-9.344,-2.5825,-2.456666667,0,-0.1425,3.366666667
-40.95,99.648572,26.62847222,59.96675932,0.562659915,16001603.97,13443252.48,7.0539E+17,0,235045,9.172580645,-2.455,-9.344,-2.5825,-2.456666667,0,-0.1425,3.366666667
-2220.7,1855.999718,28.21319444,52.79116166,0.491276152,19051072.14,14081079.35,-7.3152E+17,0,273623,9.680333333,-2.455,-9.344,-2.5825,-2.456666667,0,-0.1425,3.366666667
-194.99,29345.24778,91.50763889,154.6350435,0.640621624,10900509.37,14598569.72,5.5285E+17,0,303725,9.1221174,-2.455,-9.344,-2.5825,4.13,0,-0.1425,-8.05
56.22,2566.30665,94.21111111,144.6344015,0.675652402,9385356.482,14755337.83,1.4769E+17,0,315771,8.59001996,26.14,74.593,322.79,-19.83,0,0.24,2.4
304.43,-19160.92772,57.89930556,88.98475983,0.606986449,15907517.77,10325846.7,-5.582E+17,0,309495,8.298843931,-4.53,-2.232,-97.84,0.84,0,-0.02,-7.6
1223.99,-8992.00634,34.50069444,78.18028924,0.572209562,14117646.92,14013099.19,7.3595E+17,0,243619,8.801111111,12.27,40.333,53.91,31.68,0,-0.58,6.05
-1217.12,-2879.19835,29.35138889,69.2144804,0.5430926,10425796.46,13738669.68,6.9894E+17,0,240611,8.082771536,7.556666667,23.884,47.62666667,5.16,0,0.04,-0.55
-749.88,1272.38396,33.19791667,69.23239749,0.608391883,9888763.654,14469317.71,1.145E+16,0,215622,7.673440285,7.556666667,23.884,47.62666667,5.16,0,0.04,-0.55
42.83,5471.28797,44.82083333,76.67496293,0.600928809,11037525.35,14914516.71,-2.9414E+17,0,245562,8.508882236,7.556666667,23.884,47.62666667,5.16,0,0.04,-0.55
549.14,182.44689,43.31805556,82.55685746,0.605358958,9705546.207,11705321.93,-4.5106E+17,0,271936,8.283992467,6.16,52.257,-3.79,-6.73,0,0.98,2.95
-245.42,-5603.38555,28.15763889,65.6228294,0.510371312,11253271.38,11622468.37,4.176E+17,0,250423,8.141193182,-1.59,-45.23,41.31,-40.1,0,1.14,13.4
-62.59,-1433.86877,26.99444444,49.18222822,0.444888766,12419685.91,12256304.54,-6.409E+16,3.7523E+11,236580,9.047890295,1.71,-3.895,140.67,-13.95,0,-0.1,9.75
353.59,4861.74458,34.00555556,61.61987947,0.432348595,14188756.9,14187245.19,4.1064E+17,0,220459,9.389032258,33.62,94.608,223.92,47.94,0,0.63,-5.9
239.04,-4764.85895,27.65625,51.29709948,0.542076001,16516406.62,15241410.07,-6.4353E+17,0,193578,8.957855626,-6.446666667,-13.089,-59.07666667,-2.52,0,-0.193333333,-1.983333333
-522.96,-353.714964,29.70763889,38.71329702,0.515570611,12562179.68,19089545.03,-9.2785E+17,0,213446,9.326371308,-6.446666667,-13.089,-59.07666667,-2.52,0,-0.193333333,-1.983333333
-1191.62,40.264402,28.41736111,40.49677764,0.423244188,10208258.71,16974743.42,5.7719E+17,0,232176,9.744932432,-6.446666667,-13.089,-59.07666667,-2.52,0,-0.193333333,-1.983333333
178,11085.83563,39.87013889,58.21740949,0.451584282,11473707.44,14883805.38,9.1937E+17,0,236609,8.605988024,-31.1,-64.023,-362.59,-47.81,0,-1.06,-2.7
-1150.01,-8338.68306,27.18819444,54.06905479,0.499977391,14288230.11,16273793.47,-1.41081E+18,0,204276,12.21794872,1.38,9,72.5,8.15,-0.08,0.23,-2.35
-160.16,13613.07937,55.59027778,61.72164615,0.483813655,12177317.88,18070678.48,2.1874E+17,0,257664,9.055833333,-1.83,-25.619,37.32,-27.38,0.08,1.07,-2.25
387.03,18049.43099,69.83194444,73.5687108,0.516401495,9274746.579,23017486.07,1.95297E+18,0,235918,8.583630952,-59.85,-144.917,-665.75,-89.57,0,-0.35,3.9
-1034.86,-28197.64572,39.46180556,60.19510192,0.539250429,12160731.7,10739761.56,-1.49512E+18,0,194891,8.98407173,-37.73,-91.14,-391.7366667,-26.38333333,0,-0.433333333,-2.633333333
-1316.73,2902.29835,37.5375,58.22321517,0.508545638,9908354.496,12966233.53,5.5513E+17,0,173687,8.171535581,-37.73,-91.14,-391.7366667,-26.38333333,0,-0.433333333,-2.633333333
863.1,27433.75634,63.86875,76.31797716,0.540924621,7184807.573,17961197.27,-1.8741E+17,0,216363,7.724054054,-37.73,-91.14,-391.7366667,-26.38333333,0,-0.433333333,-2.633333333
-149.36,24416.94086,89.13055556,100.3320177,0.610250549,6141297.663,13345355.8,-3.288E+16,2.7159E+11,244120,8.49245098,46.2,148.356,567.02,-124.02,0,-0.76,7.55
671.75,-38320.47712,51.25555556,76.30825236,0.516754436,9534055.706,10913000.86,-3.2438E+17,0,213719,10.26382979,-13.48,-63.899,-19.42,94.09,0,-1.6,-16.15
434.22,-9894.50136,30.60694444,58.14513229,0.469929103,11680458.08,11355640.84,1.6985E+17,0,173289,10.96526718,-100.66,-274.824,-1032.89,-104.22,0,-0.64,-17.45
-133.98,-4328.27409,33.37222222,48.71110951,0.441890604,12523197.79,11356701.74,-1.16545E+18,0,177860,10.72111111,38.55,97.332,330.44,-72.47,0,-1.95,5
-493,-3747.55839,34.86111111,50.82314461,0.455117307,13839190.83,11694736.81,1.393E+16,0,181783,10.06655012,12.15,35.82433333,136.79,20.28333333,0,0.03,1.883333333
832,-1958.77285,21.20763889,49.88032916,0.468352544,10480360.09,11597418.21,5.8433E+17,0,147208,9.495364238,12.15,35.82433333,136.79,20.28333333,0,0.03,1.883333333
-376.01,2359.25445,26.15208333,40.06198676,0.394085339,14334355.1,11522293.99,2.5008E+17,0,186918,8.731024096,12.15,35.82433333,136.79,20.28333333,0,0.03,1.883333333
967.99,-3696.51615,22.60486111,32.55972015,0.393043174,13816166.18,13859463.6,4.1691E+17,0,182984,8.530284553,6.94,31.546,39.18,-30.82,0,-0.1,7.7
527.02,6094.21472,36.36041667,33.03639955,0.35086902,15396098.35,16424939.72,6.1663E+17,0,196417,8.283426443,35.69,130.105,253.04,56.02,0,1.41,1.35
178,3567.59845,38.26041667,47.04318127,0.368493612,13180238.16,18994945.48,-2.29541E+18,0,198183,10.98155216,32.57,112.815,306.88,57.26,0,0.74,22.95
905,-9178.69454,24.10416667,38.12398645,0.372237451,12710691.66,16573230.95,1.88462E+18,0,187738,9.105944798,1.02,-16.965,19.01,59.06,0,0.34,4.9
-679.94,2653.52636,26.85416667,39.11068863,0.332115751,19870590.17,12287134.58,-4.6807E+17,0,173789,9.692505593,-3.99,-1.28925,-63.6575,-8.466666667,0,0.055,-3.733333333
751.94,3111.91029,30.45,60.7791668,0.376651604,13012944.26,13016485.08,-2.5339E+17,0,159495,8.82962963,-3.99,-1.28925,-63.6575,-8.466666667,0,0.055,-3.733333333
60.41,-5924.8232,20.63055556,46.16693261,0.349168337,15743673.49,15481257.79,3.6506E+17,0,187367,8.989506173,-3.99,-1.28925,-63.6575,-8.466666667,0,0.055,-3.733333333
-784.01,4182.65281,29.99236111,44.77129785,0.281046265,22149956.24,17006484.56,-2.5518E+17,1.3271E+11,198455,10.13687943,-3.99,-1.28925,-63.6575,33.68,0,0.055,-10
-606.06,4078.76812,35.72638889,59.20310869,0.351641208,21715174.63,26453374.92,-2.927E+17,0,205201,8.557495069,-14.93,-16.08,-166.97,12.31,0,-0.22,-8.8
322.76,245.01379,33.40972222,53.99629926,0.304239168,15818976.67,25451964.74,-2.6883E+17,0,183235,9.608053691,2.63,-8.143,164.7,7.06,0,1.09,-5.1
-476.11,-4160.65165,25.59791667,40.46367264,0.313249425,11107688.81,22993713.13,8.7069E+17,0,185193,9.754842342,43.34,127.306,347.51,8.14,0,0.78,5.4
-99.95,-2071.32458,27.67569444,45.67525773,0.370908428,11950335.31,23030273.3,-4.6125E+17,0,154534,9.99908046,10.76666667,28.024,133.0933333,8.963333333,0,0.12,3.383333333
734.66,-2993.05976,21.31944444,38.40435571,0.367127269,15855182.56,24305357.47,-1.1607E+17,0,144869,8.391520468,10.76666667,28.024,133.0933333,8.963333333,0,0.12,3.383333333
241.6,5177.07659,32.29791667,36.5307287,0.315051367,15165306.91,20444720.98,-8.9684E+17,0,186474,10.16205674,10.76666667,28.024,133.0933333,8.963333333,0,0.12,3.383333333
-251.4,-5748.25161,22.64791667,37.2516349,0.295018848,11993266.31,13659483.52,7.1336E+17,0,219624,9.069583333,-35.32,-91.109,-299.24,-0.33,0,-0.9,-6.3
588.23,82.26912,24.63263889,39.72527717,0.291103552,13246252.2,14640282.82,-7.2325E+17,0,189223,9.284946237,-30.45,-57.345,-380.83,-23.44,-0.07,-1.37,-12.45
126.86,-1009.083914,20.53263889,32.35527194,0.285604119,14224584.17,14749017.7,2.53535E+18,0,233744,8.736060606,-36.16,-92.447,-420.22,-57.93,0.07,-0.65,-9.05
415.01,-1152.567245,25.2875,33.08294708,0.288402472,14575862.15,17105186.89,-1.17896E+18,0,195073,9.199465812,13.58,77.305,-70.92,-125.98,0,0.26,5.5
18.27,-542.830361,22.45,27.01390288,0.278742221,11958085.43,15150847.9,-4.4845E+17,0,177024,7.968888889,9.896666667,24.27933333,112.2333333,10.21666667,0,0.44,3.183333333
-44.03,-954.636837,18.25694444,26.43677728,0.300472257,14857843.79,15968037.59,1.15417E+18,0,160231,9.796509009,9.896666667,24.27933333,112.2333333,10.21666667,0,0.44,3.183333333
-695.48,3102.04553,20.33472222,23.83439859,0.21309788,16030847.41,18443515.55,-1.25432E+18,2.8323E+11,201438,9.672483221,9.896666667,24.27933333,112.2333333,10.21666667,0,0.44,3.183333333
-810.73,12975.84945,36.58819444,32.46266864,0.24273507,22084539.69,18560185.91,1.87107E+18,0,206016,9.202029915,7.18,41.302,9.36,3,0,0.03,-1.35
-627.71,10013.15677,53.4375,42.95059511,0.278467205,16673335.64,16410867.58,-1.15255E+18,0,213978,9.152972399,-1.32,24.642,-82.76,17.6,0,-1.45,7.55
-55.32,-2020.26026,54.20138889,51.22718919,0.310284363,23216142.92,16772866,-1.7787E+17,0,196422,8.904938272,12.17,31.297,93.85,66.27,0,-1.03,-7.1
-438.53,3584.37081,56.25763889,67.3098088,0.350048175,11527316.8,15207739.65,-1.3835E+17,0,198180,9.809474886,47.6,132.865,440.53,20.3,0,1.92,-6.05
743.57,-21600.20442,24.92083333,37.11211364,0.375191898,15384804.02,14916762.69,9.742E+17,0,156228,10.25904762,-1.183333333,9.171333333,-52.37666667,0.77,0,-0.226666667,-0.7
-414.29,3520.9538,36.98472222,50.62748034,0.417916753,10064798.07,15988795.85,2.7722E+17,0,150884,9.488671024,-1.183333333,9.171333333,-52.37666667,0.77,0,-0.226666667,-0.7
21.57,2343.4782,28.05694444,53.13117964,0.289153304,12747560.2,13939912.33,-1.25743E+18,0,188394,8.911076605,-1.183333333,9.171333333,-52.37666667,0.77,0,-0.226666667,-0.7
-945.63,-2749.54523,30.14722222,49.99226588,0.329905949,12503257.82,21023729.38,8.4034E+17,0,196140,9.039135021,-17.71,-77.313,-171.58,-33.92,0,-0.65,1.45
68.36,5189.54779,34.63333333,39.93242492,0.322328042,12349879.87,19100679.97,5.6597E+17,0,191042,10.10949074,-15.83,-14.201,-248.91,-9.43,0,0.25,6.25
-6.51,-2803.41175,40.27222222,44.9679668,0.368058474,9791215.965,11734479.3,-1.59702E+18,0,206186,10.04421296,-2.15,-15.069,115.54,33.9,0.01,0.23,-1.6
-397.71,-1888.98705,24.63402778,36.090906,0.341320308,9547612.941,10491679.87,1.03882E+18,0,186979,9.138461538,4.68,0.246,72.85,15.49,0,1.15,-3.3
327.41,-4449.95545,16.7125,31.50676173,0.348939527,8126320.093,11732372.72,5.6449E+17,0,154496,9.757606264,-13.03,-45.91466667,-111.8666667,-19.97,0,-0.093333333,-2.783333333
408.69,7498.69226,31.225,43.83062511,0.405194727,6716227.831,14394069.91,-2.00227E+18,1.7193E+11,164401,9.535099338,-13.03,-45.91466667,-111.8666667,-19.97,0,-0.093333333,-2.783333333
